user,text,clean_text
PatRiot87876896,"@JoeBiden Hi Jill. Absentee ballot. Not ""vote by mail"".","['joebiden', 'hi', 'jill', 'absentee', 'ballot', 'vote', 'mail']"
AndrewJ82238156,@JoeBiden So do all the dead democrats,"['joebiden', 'dead', 'democrat']"
PoliticallyDis1,@JoeBiden https://t.co/UkE28MbaYq,['joebiden']
whatzudogorcat,@JoeBiden https://t.co/8uulHYWm21,['joebiden']
quesogrande1970,@JoeBiden I think voting by mail is a good policy at this point. Please convince me with possible smart policies we… https://t.co/D30ybmGk8y,"['joebiden', 'think', 'voting', 'mail', 'good', 'policy', 'point', 'please', 'convince', 'possible', 'smart', 'policy']"
TX_BLU_Girl,"@JoeBiden Listen ALL, if you have the option to vote by mail please do it EARLY!! In many elections votes were deem… https://t.co/ivO0NFBXZd","['joebiden', 'listen', 'option', 'vote', 'mail', 'please', 'early', 'many', 'election', 'vote', 'deem']"
Dannydeacon1970,@JoeBiden No thanks.  I don’t want workers whose union endorses you playing election official.,"['joebiden', 'thanks', 'want', 'worker', 'whose', 'union', 'endorses', 'playing', 'election', 'official']"
nicoledurmire,@JoeBiden your voters must be really stupid to fall for this bullshit,"['joebiden', 'voter', 'must', 'really', 'stupid', 'fall', 'bullshit']"
ms_susanmarie,@JoeBiden @BrunoAmato_1 And Trump is the biggest Fake American there is!,"['joebiden', 'brunoamato', '1', 'trump', 'biggest', 'fake', 'american']"
mikerok_mike,"@JoeBiden Yep, make voting by mail an option, not mandatory. Thank you, silent joe.","['joebiden', 'yep', 'make', 'voting', 'mail', 'option', 'mandatory', 'thank', 'silent', 'joe']"
R_Faith_1,@JoeBiden Donald Trump voted by absontee ballot and ID. Next. .?  You're pathetic QuidProJoe.🙄,"['joebiden', 'donald', 'trump', 'voted', 'absentee', 'ballot', 'id', 'next', 'pathetic', 'quidprojoe', 'face', 'rolling', 'eye']"
MadMax17956746,"@JoeBiden You told us to vote in person during the primaries, during full lock down. You have no standing. #dropoutjoe","['joebiden', 'told', 'u', 'vote', 'person', 'primary', 'full', 'lock', 'standing', 'dropoutjoe']"
ChpDawg27,@JoeBiden Do you even know what your voting for? Or running for?,"['joebiden', 'even', 'know', 'voting', 'running']"
daurbanconsumer,@JoeBiden Who’s says we can’t?? 😳,"['joebiden', 'say', 'fleshed', 'face']"
USA_democary,"@JoeBiden Yes we should. Is it possible for Trump to not fund the post office? Even if he can, can volunteers deliv… https://t.co/kwRalaJW8J","['joebiden', 'yes', 'possible', 'trump', 'fund', 'post', 'office', 'even', 'volunteer', 'deli']"
crimefighter77,@JoeBiden Joe Biden touches young children inappropriately.,"['joebiden', 'joe', 'biden', 'touch', 'young', 'child', 'inappropriately']"
bob_koeller,@JoeBiden Cheatin joe... Absentee ballot ... Ooops forgot that part,"['joebiden', 'cheating', 'joe', 'absentee', 'ballot', 'loop', 'forgot', 'part']"
VincentYanni,@JoeBiden Big difference between mail-in voting and absentee ballot voting. #Trump2020,"['joebiden', 'big', 'difference', 'mail', 'voting', 'absentee', 'ballot', 'voting', 'trump2020']"
akotas01,@JoeBiden If masks works then what’s the problem??? We can stand in line and vote!,"['joebiden', 'mask', 'work', 'problem', 'stand', 'line', 'vote']"
RobertFrisone,@JoeBiden There is a difference between absentee ballots ( which are requested by the voter of people in the arm fo… https://t.co/MTWf3emJw4,"['joebiden', 'difference', 'absentee', 'ballot', 'requested', 'voter', 'people', 'arm', 'fo']"
samanta2065,@JoeBiden DIOS ES EL UNICO QUE DECIDE Y EL NO TE QUIERE EN EL PODER VENEZUELA ESTA CON TRUMP 🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪,"['joebiden', 'dios', 'e', 'el', 'nico', 'que', 'decide', 'el', 'te', 'quiere', 'en', 'el', 'poder', 'venezuela', 'esta', 'con', 'trump', 'venezuela', 'venezuela', 'venezuela', 'venezuela', 'venezuela', 'venezuela', 'venezuela', 'venezuela', 'venezuela']"
justnancyaustin,@JoeBiden Are you playing dumb or is this real? Absentee voting has always existed and no one is disputing that.,"['joebiden', 'playing', 'dumb', 'real', 'absentee', 'voting', 'always', 'existed', 'one', 'disputing']"
DialloM64894072,@JoeBiden No,['joebiden']
HARRYBATSON2,@JoeBiden So you squad can tramper with the ballots just stay in your basement Trump 2020,"['joebiden', 'squad', 'trailer', 'ballot', 'stay', 'basement', 'trump', '2020']"
zoeileana,@JoeBiden Absentee voting is fine. Mail by vote leads to fraud,"['joebiden', 'absentee', 'voting', 'fine', 'mail', 'vote', 'lead', 'fraud']"
CarlosBAlonso2,"@JoeBiden Why are Dems afraid of true voting in person?!  Most legit way of voting.  Antifa is not a myth, but a terrorist organization.","['joebiden', 'dems', 'afraid', 'true', 'voting', 'person', 'legit', 'way', 'voting', 'anti', 'myth', 'terrorist', 'organization']"
9th_Doc,@JoeBiden No. A big no Cornpop. Then you could cheat your way to victory.,"['joebiden', 'big', 'cornpop', 'could', 'cheat', 'way', 'victory']"
ethericblue,@JoeBiden You are under criminal investigation from the Ukraine for a billion dollar quid pro quo.  You can mail yo… https://t.co/pstznHxiss,"['joebiden', 'criminal', 'investigation', 'ukraine', 'billion', 'dollar', 'uid', 'pro', 'quo', 'mail', 'yo']"
TrevinSchall,@JoeBiden I like hairy legs... you’ve got my vote:? https://t.co/CLjqc5VX9F,"['joebiden', 'like', 'hairy', 'leg', 'got', 'vote']"
Blue_EyezOnU,"@JoeBiden I will walk through fire, locusts, whatever to vote on Election Day for DJT.  No mail in.","['joebiden', 'walk', 'fire', 'locust', 'whatever', 'vote', 'election', 'day', 'dot', 'mail']"
lindalewis2021,@JoeBiden Only if you request it!  Not in mass mailings.  So you can cheat?  That's the only way you will be elected.  @JoeBiden,"['joebiden', 'request', 'mass', 'mailing', 'cheat', 'way', 'elected', 'joebiden']"
RobynRepeta1,@JoeBiden Be able to cheat?,"['joebiden', 'able', 'cheat']"
TeslaIndy,"@JoeBiden It would be impossible for him to vote illegally. If this is your defense, it is very weak.","['joebiden', 'would', 'impossible', 'vote', 'illegally', 'defense', 'weak']"
chipotlemas14,@JoeBiden https://t.co/3tJGNUanuR,['joebiden']
GBolt10,@JoeBiden Too much fraud with vote by mail.  If you can go out and protest/riot you can go to the polls.,"['joebiden', 'much', 'fraud', 'vote', 'mail', 'go', 'protest', 'riot', 'go', 'poll']"
RobertBKasna,@JoeBiden It is a much different process Boomer.,"['joebiden', 'much', 'different', 'process', 'boomer']"
Tfoolary,@JoeBiden Vote by mail and an absentee ballot are 2 diferent things.  And you want to be President?🤔🙄🙄🙄🙄,"['joebiden', 'vote', 'mail', 'absentee', 'ballot', '2', 'different', 'thing', 'want', 'president', 'thinking', 'face', 'face', 'rolling', 'eye', 'face', 'rolling', 'eye', 'face', 'rolling', 'eye', 'face', 'rolling', 'eye']"
USCnDodgerBlue,@JoeBiden Absentee ballot. Big difference.,"['joebiden', 'absentee', 'ballot', 'big', 'difference']"
Lucy71916391,@JoeBiden Yes,"['joebiden', 'yes']"
Magic12Miller,@JoeBiden Old demented man. Why does your family allow you to be abused like this?,"['joebiden', 'old', 'cemented', 'man', 'family', 'allow', 'abused', 'like']"
LKBAwake,"@JoeBiden If one does not feel comfortable voting in person, there is such thing as ABSENTEE BALLOTS.   That is wha… https://t.co/imbymxPrQG","['joebiden', 'one', 'feel', 'comfortable', 'voting', 'person', 'thing', 'absentee', 'ballot', 'wha']"
dtcahh,@JoeBiden https://t.co/MwX5RiHne6,['joebiden']
colorfullizard,@JoeBiden Yes we all already can.. absentee ballots.. AZ had it for years,"['joebiden', 'yes', 'already', 'absentee', 'ballot', 'az', 'year']"
mayhem1958,"@JoeBiden @cindyglenn214 yes, but he did not cheat and change the ballots to Democrats like your party does.....plu… https://t.co/PGRUZ3VqC2","['joebiden', 'cindyglenn214', 'yes', 'cheat', 'change', 'ballot', 'democrat', 'like', 'party', 'pl']"
Soopaballz,@JoeBiden You're a joke,"['joebiden', 'joke']"
cat_badger,"@JoeBiden mail in absentee ballots are ok and reserved for people who cant physically get to the polling stations,… https://t.co/MyqPErBPJ3","['joebiden', 'mail', 'absentee', 'ballot', 'ok', 'reserved', 'people', 'cant', 'physically', 'get', 'polling', 'station']"
velutenanarch,@JoeBiden Yeah well anarchists should also be allowed to be such without being arrested. You need to do some fuckin… https://t.co/b7ltgOuxtF,"['joebiden', 'yeah', 'well', 'anarchist', 'also', 'allowed', 'without', 'arrested', 'need', 'fucking']"
darylr44,@JoeBiden You can't remember your own name how would you know who voted when.. oh I forgot you graduated top of your class with 3 degrees..,"['joebiden', 'remember', 'name', 'would', 'know', 'voted', 'oh', 'forgot', 'graduated', 'top', 'class', '3', 'degree']"
NeverWasABot,@JoeBiden Some absentee voting is decidedly different than doing the majority of the electorate by mail; too much f… https://t.co/V9NKhhvKNR,"['joebiden', 'absentee', 'voting', 'decidedly', 'different', 'majority', 'electorate', 'mail', 'much', 'f']"
tedesco_sr,@JoeBiden as absentee is nothing like the mail in fraud being pushed by the left. If you are afraid of voting sign… https://t.co/Rfy80uYitr,"['joebiden', 'absentee', 'nothing', 'like', 'mail', 'fraud', 'pushed', 'left', 'afraid', 'voting', 'sign']"
Gene72214395,@JoeBiden NO WE KNOW WHAT YOU WANT TO DO! CHEAT!!!,"['joebiden', 'know', 'want', 'cheat']"
RadioHeadRUSH1,"@JoeBiden Do you have proof, Pedo Joe?  ........methinks not","['joebiden', 'proof', 'peso', 'joe', 'think']"
daisyroisin,@JoeBiden I'd rather not mimic Trump https://t.co/peAsajrJA1,"['joebiden', 'rather', 'mimic', 'trump']"
Zain1702,@JoeBiden #TrumpIsNotWell,"['joebiden', 'trumpisnotwell']"
HondaDriver13,@JoeBiden Absentee ballot. There's a distinct difference. Hey @jack where's the fact checking for this clown?,"['joebiden', 'absentee', 'ballot', 'distinct', 'difference', 'hey', 'jack', 'fact', 'checking', 'clown']"
Chris92857240,@JoeBiden Your nuts you think I am going vote by mail so that your leftists will change it to make you president ok… https://t.co/kqvdhPRth8,"['joebiden', 'nut', 'think', 'going', 'vote', 'mail', 'leftist', 'change', 'make', 'president', 'ok']"
Joe60288590,@JoeBiden Gotta remember where the post office is first.,"['joebiden', 'got', 'ta', 'remember', 'post', 'office', 'first']"
mjart11,@JoeBiden That’s your only chance just straight up cheat.,"['joebiden', 'chance', 'straight', 'cheat']"
sharonw43267343,"@JoeBiden Joe, joe joe it is called a absentee ballot..which is verified by the state.","['joebiden', 'joe', 'joe', 'joe', 'called', 'absentee', 'ballot', 'verified', 'state']"
Ania_Fotography,@JoeBiden And you should vote for Trump! #Trump2020,"['joebiden', 'vote', 'trump', 'trump2020']"
JunkieJimmy47,@JoeBiden You're not the real candidate anyways. When is she going to throw her name out there?,"['joebiden', 'real', 'candidate', 'anyways', 'going', 'throw', 'name']"
dtcahh,@JoeBiden https://t.co/R8jEo0ZSKO,['joebiden']
tedesco_sr,@JoeBiden FACTS- Donald Trump works/lives in Wash DC. His residency is in FL. He used absentee voting which is perm… https://t.co/feXk2fVfdI,"['joebiden', 'fact', 'donald', 'trump', 'work', 'life', 'wash', 'dc', 'residency', 'fl', 'used', 'absentee', 'voting', 'perm']"
roywilliams1976,@JoeBiden Masks are mandated murder by globalists trying to fight an imaginary climate change/global warming at the… https://t.co/kUrvSHLFI3,"['joebiden', 'mask', 'mandated', 'murder', 'loyalist', 'trying', 'fight', 'imaginary', 'climate', 'change', 'global', 'warming']"
TenorDrumLucy,@JoeBiden I vote by mail every election. It's easier to do than standing in linr for 2 hours.,"['joebiden', 'vote', 'mail', 'every', 'election', 'easier', 'standing', 'link', '2', 'hour']"
CathySm57130854,"@JoeBiden Symone, I mean Joe lies.","['joebiden', 'simone', 'mean', 'joe', 'lie']"
JohnTKennedy63,@JoeBiden In person voting. No Vote by Mail. Voter ID.,"['joebiden', 'person', 'voting', 'vote', 'mail', 'voter', 'id']"
PoorSoccerDad,"@JoeBiden Under normal circumstances, sure. Not this year so you can cheat","['joebiden', 'normal', 'circumstance', 'sure', 'year', 'cheat']"
Powerwashman,@JoeBiden So did a whole bunch of dead people.,"['joebiden', 'whole', 'bunch', 'dead', 'people']"
J_Hill93,@JoeBiden There is a difference between an absentee vote  and a vote by mail!! You should know this former vp!,"['joebiden', 'difference', 'absentee', 'vote', 'vote', 'mail', 'know', 'former', 'vp']"
savir_09,@JoeBiden Absolutely!  His message is to confuse his ilk.  Many believe that illegal voting means illegals voting.,"['joebiden', 'absolutely', 'message', 'confuse', 'ilk', 'many', 'believe', 'illegal', 'voting', 'mean', 'illegal', 'voting']"
JeffsafeT,@JoeBiden Apples and oranges. Asking for a absentee ballot is different that mailing a ballot to every registered v… https://t.co/IGPWmgytQ2,"['joebiden', 'apple', 'orange', 'asking', 'absentee', 'ballot', 'different', 'mailing', 'ballot', 'every', 'registered', 'v']"
sheryl28097236,@JoeBiden No mail in voting! No cheating sleepy Joe!,"['joebiden', 'mail', 'voting', 'cheating', 'sleepy', 'joe']"
AngryRacoon2,@JoeBiden You already can in literally every state. But you might have to put forward 10 min of your time to get it done.,"['joebiden', 'already', 'literally', 'every', 'state', 'might', 'put', 'forward', '10', 'min', 'time', 'get', 'done']"
Susie01427353,"@JoeBiden Your supporters can go out anytime to riot and loot, why voters are required to stay home and choose vote by mail?","['joebiden', 'supporter', 'go', 'anytime', 'riot', 'loot', 'voter', 'required', 'stay', 'home', 'choose', 'vote', 'mail']"
TD36742348,@JoeBiden He also was interviewed by @foxpokerfox on @FoxNews which you’re apparently to chicken shit to do. Want A… https://t.co/MdpYbuarcT,"['joebiden', 'also', 'interviewed', 'foxpokerfox', 'foxnews', 'apparently', 'chicken', 'shit', 'want']"
tpw8791,"@JoeBiden But he sent the ballot in for himself, he didn't send in votes for people that no longer are alive","['joebiden', 'sent', 'ballot', 'send', 'vote', 'people', 'longer', 'alive']"
11_Bonez_11,"@JoeBiden But can you show if his vote was actually counted or attributed to the correct candidates?  Until then, suck it.","['joebiden', 'show', 'vote', 'actually', 'counted', 'attributed', 'correct', 'candidate', 'suck']"
Standinganthem,@JoeBiden Fun fact: Joe Biden believes his own name is Donald Trump,"['joebiden', 'fun', 'fact', 'joe', 'biden', 'belief', 'name', 'donald', 'trump']"
meerhouse2016,@JoeBiden my state already has absentee voting what you're proposing is not needed,"['joebiden', 'state', 'already', 'absentee', 'voting', 'proposing', 'needed']"
JasonKHolt,"@JoeBiden Problem with @realDonaldTrump is that of the 5 candidates on his mail-in ballot (person, woman, man, came… https://t.co/x4Voq35pbQ","['joebiden', 'problem', 'realdonaldtrump', '5', 'candidate', 'mail', 'ballot', 'person', 'woman', 'man', 'came']"
earwaxburner,@JoeBiden You voted by Pony Express old man.,"['joebiden', 'voted', 'pony', 'express', 'old', 'man']"
OrangeL83619933,@JoeBiden https://t.co/yVM90SXneO you weren't in Vermont Joe,"['joebiden', 'vermont', 'joe']"
DatoFreddy,@JoeBiden get back to your basement.. the end. sniff your MASK👃👃,"['joebiden', 'get', 'back', 'basement', 'end', 'sniff', 'mask', 'nose', 'nose']"
BoyZilian1,@JoeBiden Nope,"['joebiden', 'note']"
dfddfkvh81,@JoeBiden @willwilkinson He has not for a Presidential election  #LyingBiden,"['joebiden', 'willwilkinson', 'presidential', 'election', 'lyingbiden']"
WilliamMewis,@JoeBiden Did you have# help voting?,"['joebiden', 'help', 'voting']"
da01da01,"@JoeBiden The way for the Democratic Party to seize power: first they must ban the gun in your hand, then they must… https://t.co/wUZIKkSfP6","['joebiden', 'way', 'democratic', 'party', 'seize', 'power', 'first', 'must', 'ban', 'gun', 'hand', 'must']"
ellablu_blu,@JoeBiden So did my dead grandma!!! 👍🏻#RedWave2020,"['joebiden', 'dead', 'grand', 'thumb', 'light', 'skin', 'tone', 'redwave2020']"
ChesterTherese,@JoeBiden Such a joker JOE 😂😂😂,"['joebiden', 'joker', 'joe', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy']"
5Revelation1,@JoeBiden https://t.co/KR22XnrxrI,['joebiden']
FrankMax17,@JoeBiden It’s called absentee and it’s signature verified unlike what you  want. Stop voter fraud! Stop Biden!,"['joebiden', 'called', 'absentee', 'signature', 'verified', 'unlike', 'want', 'stop', 'voter', 'fraud', 'stop', 'biden']"
MikeA25393110,@JoeBiden Good idea Choosing  on her knees Kamala after she called you a racist.  No balls sleepy joe,"['joebiden', 'good', 'idea', 'choosing', 'knee', 'kamal', 'called', 'racist', 'ball', 'sleepy', 'joe']"
margaretp77,@JoeBiden Absentee ballot does not equal mass mail in voting,"['joebiden', 'absentee', 'ballot', 'equal', 'mass', 'mail', 'voting']"
juli_booboo,@JoeBiden There is a difference between and absentee ballot and just getting them mailed to whoever!!!! Vite at the… https://t.co/A14wshInSW,"['joebiden', 'difference', 'absentee', 'ballot', 'getting', 'mailed', 'whoever', 'site']"
